0,1,3
0,2,4
0,3,5
0,4,5
0,5,3
0,6,5
0,7,4
0,8,2
0,9,4
0,10,4
0,11,4
0,12,5
0,13,5
1,10,1
1,15,2
1,16,4
1,17,4
1,18,5
1,19,1
1,20,2
1,21,2
1,22,5
1,23,5
2,24,4
2,10,3
2,26,3
2,27,4
2,28,4
2,29,4
2,1,3
2,31,2
2,32,4
2,7,4
2,34,4
2,35,5
2,36,4
2,37,3
2,38,3
3,39,4
3,40,3
3,7,3
3,42,2
3,10,2
3,44,2
3,45,3
3,46,2
3,47,4
3,48,2
3,49,3
3,50,3
3,51,3
3,11,2
3,53,3
4,54,3
4,7,4
4,2,3
4,57,4
4,58,1
4,59,1
4,60,4
4,12,4
4,50,4
4,63,1
4,64,1
4,65,1
4,66,1
4,67,5
4,68,5
5,69,3
5,70,3
5,7,3
5,10,3
5,73,3
5,74,1
5,75,4
5,76,2
5,77,3
5,50,3
5,79,2
5,80,4
5,81,5
5,82,4
5,12,4
6,7,5
6,69,4
7,10,3
7,87,3
7,88,3
7,89,3
7,90,3
7,91,3
7,92,3
7,1,4
7,94,3
7,95,2
7,96,3
7,97,3
7,98,4
7,99,3
7,8,3
8,10,2
8,42,5
8,103,4
8,104,4
8,105,3
8,50,3
8,6,3
8,9,5
8,11,4
8,77,5
8,111,4
8,112,4
8,113,5
8,114,3
8,115,4
9,24,4
9,39,3
9,7,5
9,10,5
9,42,4
9,66,3
9,50,4
9,77,5
9,124,5
9,125,2
9,126,3
9,127,3
10,128,5
10,129,5
10,69,5
10,131,5
10,132,5
10,18,5
10,10,4
10,135,3
10,136,4
10,137,4
10,138,4
11,10,4
11,1,4
11,141,3
11,142,1
11,143,2
11,144,5
11,145,3
11,146,5
12,147,5
12,103,5
12,7,5
12,42,4
12,151,5
12,152,4
12,153,5
12,77,5
12,155,4
12,156,5
12,157,4
12,158,4
12,159,5
12,94,3
12,161,4
13,39,4
13,10,5
13,8,4
13,165,5
13,166,4
13,167,2
13,42,5
13,6,5
13,170,5
13,171,5
13,77,5
13,173,5
13,174,5
13,175,4
13,13,5
14,177,4
14,98,4
14,8,3
14,10,4
14,181,3
14,24,4
14,183,4
14,184,3
14,185,3
14,186,4
14,187,3
14,188,3
14,141,4
14,11,4
14,9,2
15,10,4
15,183,4
15,7,5
15,195,3
15,196,1
15,155,5
15,13,3
15,59,3
15,200,3
15,201,3
15,5,4
15,138,3
15,4,5
15,205,3
15,206,2
16,10,5
16,8,2
16,209,4
16,210,4
16,66,4
16,50,3
16,77,5
16,214,5
16,13,5
16,145,5
16,135,4
16,218,5
16,219,4
16,220,5
16,16,5
17,222,5
17,10,3
17,222,5
17,222,5
17,222,5
17,50,5
17,222,5
17,229,3
17,74,3
17,231,2
17,195,5
17,233,3
17,234,4
17,13,3
17,236,5
18,8,3
18,10,4
18,69,3
18,7,5
18,42,4
18,66,4
18,50,4
18,77,4
18,15,2
18,13,4
18,247,3
18,59,3
18,249,4
18,200,4
18,251,5
19,252,3
19,253,4
19,254,3
19,255,4
19,256,4
19,257,3
19,258,4
19,259,4
19,260,5
19,261,5
19,262,5
19,263,3
19,264,5
19,265,3
19,266,4
9999,5,5
9999,9,5
9999,18,5
9999,17,5
0,1,3
0,2,4
0,3,5
0,4,5
0,5,3
0,6,5
0,7,4
0,8,2
0,9,4
0,10,4
0,11,4
0,12,5
0,13,5
1,10,1
1,15,2
1,16,4
1,17,4
1,18,5
1,19,1
1,20,2
1,21,2
1,22,5
1,23,5
2,24,4
2,10,3
2,26,3
2,27,4
2,28,4
2,29,4
2,1,3
2,31,2
2,32,4
2,7,4
2,34,4
2,35,5
2,36,4
2,37,3
2,38,3
3,39,4
3,40,3
3,7,3
3,42,2
3,10,2
3,44,2
3,45,3
3,46,2
3,47,4
3,48,2
3,49,3
3,50,3
3,51,3
3,11,2
3,53,3
4,54,3
4,7,4
4,2,3
4,57,4
4,58,1
4,59,1
4,60,4
4,12,4
4,50,4
4,63,1
4,64,1
4,65,1
4,66,1
4,67,5
4,68,5
5,69,3
5,70,3
5,7,3
5,10,3
5,73,3
5,74,1
5,75,4
5,76,2
5,77,3
5,50,3
5,79,2
5,80,4
5,81,5
5,82,4
5,12,4
6,7,5
6,69,4
7,10,3
7,87,3
7,88,3
7,89,3
7,90,3
7,91,3
7,92,3
7,1,4
7,94,3
7,95,2
7,96,3
7,97,3
7,98,4
7,99,3
7,8,3
8,10,2
8,42,5
8,103,4
8,104,4
8,105,3
8,50,3
8,6,3
8,9,5
8,11,4
8,77,5
8,111,4
8,112,4
8,113,5
8,114,3
8,115,4
9,24,4
9,39,3
9,7,5
9,10,5
9,42,4
9,66,3
9,50,4
9,77,5
9,124,5
9,125,2
9,126,3
9,127,3
10,128,5
10,129,5
10,69,5
10,131,5
10,132,5
10,18,5
10,10,4
10,135,3
10,136,4
10,137,4
10,138,4
11,10,4
11,1,4
11,141,3
11,142,1
11,143,2
11,144,5
11,145,3
11,146,5
12,147,5
12,103,5
12,7,5
12,42,4
12,151,5
12,152,4
12,153,5
12,77,5
12,155,4
12,156,5
12,157,4
12,158,4
12,159,5
12,94,3
12,161,4
13,39,4
13,10,5
13,8,4
13,165,5
13,166,4
13,167,2
13,42,5
13,6,5
13,170,5
13,171,5
13,77,5
13,173,5
13,174,5
13,175,4
13,13,5
14,177,4
14,98,4
14,8,3
14,10,4
14,181,3
14,24,4
14,183,4
14,184,3
14,185,3
14,186,4
14,187,3
14,188,3
14,141,4
14,11,4
14,9,2
15,10,4
15,183,4
15,7,5
15,195,3
15,196,1
15,155,5
15,13,3
15,59,3
15,200,3
15,201,3
15,5,4
15,138,3
15,4,5
15,205,3
15,206,2
16,10,5
16,8,2
16,209,4
16,210,4
16,66,4
16,50,3
16,77,5
16,214,5
16,13,5
16,145,5
16,135,4
16,218,5
16,219,4
16,220,5
16,16,5
17,222,5
17,10,3
17,222,5
17,222,5
17,222,5
17,50,5
17,222,5
17,229,3
17,74,3
17,231,2
17,195,5
17,233,3
17,234,4
17,13,3
17,236,5
18,8,3
18,10,4
18,69,3
18,7,5
18,42,4
18,66,4
18,50,4
18,77,4
18,15,2
18,13,4
18,247,3
18,59,3
18,249,4
18,200,4
18,251,5
19,252,3
19,253,4
19,254,3
19,255,4
19,256,4
19,257,3
19,258,4
19,259,4
19,260,5
19,261,5
19,262,5
19,263,3
19,264,5
19,265,3
19,266,4
9999,5,5
9999,9,5
9999,18,5
9999,17,5
9999,5,5
9999,9,5
0,1,3
0,2,4
0,3,5
0,4,5
0,5,3
0,6,5
0,7,4
0,8,2
0,9,4
0,10,4
0,11,4
0,12,5
0,13,5
1,10,1
1,15,2
1,16,4
1,17,4
1,18,5
1,19,1
1,20,2
1,21,2
1,22,5
1,23,5
2,24,4
2,10,3
2,26,3
2,27,4
2,28,4
2,29,4
2,1,3
2,31,2
2,32,4
2,7,4
2,34,4
2,35,5
2,36,4
2,37,3
2,38,3
3,39,4
3,40,3
3,7,3
3,42,2
3,10,2
3,44,2
3,45,3
3,46,2
3,47,4
3,48,2
3,49,3
3,50,3
3,51,3
3,11,2
3,53,3
4,54,3
4,7,4
4,2,3
4,57,4
4,58,1
4,59,1
4,60,4
4,12,4
4,50,4
4,63,1
4,64,1
4,65,1
4,66,1
4,67,5
4,68,5
5,69,3
5,70,3
5,7,3
5,10,3
5,73,3
5,74,1
5,75,4
5,76,2
5,77,3
5,50,3
5,79,2
5,80,4
5,81,5
5,82,4
5,12,4
6,7,5
6,69,4
7,10,3
7,87,3
7,88,3
7,89,3
7,90,3
7,91,3
7,92,3
7,1,4
7,94,3
7,95,2
7,96,3
7,97,3
7,98,4
7,99,3
7,8,3
8,10,2
8,42,5
8,103,4
8,104,4
8,105,3
8,50,3
8,6,3
8,9,5
8,11,4
8,77,5
8,111,4
8,112,4
8,113,5
8,114,3
8,115,4
9,24,4
9,39,3
9,7,5
9,10,5
9,42,4
9,66,3
9,50,4
9,77,5
9,124,5
9,125,2
9,126,3
9,127,3
10,128,5
10,129,5
10,69,5
10,131,5
10,132,5
10,18,5
10,10,4
10,135,3
10,136,4
10,137,4
10,138,4
11,10,4
11,1,4
11,141,3
11,142,1
11,143,2
11,144,5
11,145,3
11,146,5
12,147,5
12,103,5
12,7,5
12,42,4
12,151,5
12,152,4
12,153,5
12,77,5
12,155,4
12,156,5
12,157,4
12,158,4
12,159,5
12,94,3
12,161,4
13,39,4
13,10,5
13,8,4
13,165,5
13,166,4
13,167,2
13,42,5
13,6,5
13,170,5
13,171,5
13,77,5
13,173,5
13,174,5
13,175,4
13,13,5
14,177,4
14,98,4
14,8,3
14,10,4
14,181,3
14,24,4
14,183,4
14,184,3
14,185,3
14,186,4
14,187,3
14,188,3
14,141,4
14,11,4
14,9,2
15,10,4
15,183,4
15,7,5
15,195,3
15,196,1
15,155,5
15,13,3
15,59,3
15,200,3
15,201,3
15,5,4
15,138,3
15,4,5
15,205,3
15,206,2
16,10,5
16,8,2
16,209,4
16,210,4
16,66,4
16,50,3
16,77,5
16,214,5
